State,Currency,Year,Median Income/Standard Error,USD$
Nebraska,CURRENT DOLLARS,1986,"Standard
error",1743
Nebraska,CURRENT DOLLARS,1988,"Median
income",50262
Nebraska,CURRENT DOLLARS,1988,"Standard
error",1918
Nebraska,CURRENT DOLLARS,1989,"Median
income",50377
Nebraska,CURRENT DOLLARS,1989,"Standard
error",2911
Nebraska,CURRENT DOLLARS,1990,"Median
income",50131
Nebraska,CURRENT DOLLARS,1990,"Standard
error",2058
Nebraska,CURRENT DOLLARS,1991,"Median
income",52010
Nebraska,CURRENT DOLLARS,1991,"Standard
error",1772
Nebraska,CURRENT DOLLARS,1996,"Median
income",53087
Nebraska,CURRENT DOLLARS,1996,"Standard
error",2341
Nebraska,CURRENT DOLLARS,1997,"Median
income",53000
Nebraska,CURRENT DOLLARS,1997,"Standard
error",2334
Nebraska,CURRENT DOLLARS,1998,"Median
income",54886
Nebraska,CURRENT DOLLARS,1998,"Standard
error",2335
Nebraska,CURRENT DOLLARS,2001,"Median
income",60529
Nebraska,CURRENT DOLLARS,2001,"Standard
error",1549
Nebraska,CURRENT DOLLARS,2002,"Median
income",58476
Nebraska,CURRENT DOLLARS,2002,"Standard
error",1418
Nebraska,CURRENT DOLLARS,2003,"Median
income",58751
Nebraska,CURRENT DOLLARS,2003,"Standard
error",1745
Nebraska,CURRENT DOLLARS,2005,"Median
income",60300
Nebraska,CURRENT DOLLARS,2005,"Standard
error",1821
Nebraska,CURRENT DOLLARS,2006,"Median
income",58678
Nebraska,CURRENT DOLLARS,2006,"Standard
error",1816
Nebraska,CURRENT DOLLARS,2007,"Median
income",58279
Nebraska,CURRENT DOLLARS,2007,"Standard
error",1634
Nebraska,CURRENT DOLLARS,2008,"Median
income",57897
Nebraska,CURRENT DOLLARS,2008,"Standard
error",1431
Nebraska,CURRENT DOLLARS,2011,"Median
income",60748
Nebraska,CURRENT DOLLARS,2011,"Standard
error",2942
Nebraska,CURRENT DOLLARS,2012,"Median
income",55830
Nebraska,CURRENT DOLLARS,2012,"Standard
error",2887
Nebraska,CURRENT DOLLARS,2014,"Median
income",58944
Nebraska,CURRENT DOLLARS,2014,"Standard
error",2336
Nebraska,CURRENT DOLLARS,2015,"Median
income",62571
Nebraska,CURRENT DOLLARS,2015,"Standard
error",3039
Nebraska,CURRENT DOLLARS,2016,"Median
income",60651
Nebraska,CURRENT DOLLARS,2016,"Standard
error",2736
Nebraska,CURRENT DOLLARS,2017,"Median
income",59619
Nebraska,CURRENT DOLLARS,2017,"Standard
error",2848
Nebraska,CURRENT DOLLARS,1984 ,"Median
income",48217
Nebraska,CURRENT DOLLARS,1984 ,"Standard
error",1724
Nebraska,CURRENT DOLLARS,1985 ,"Median
income",47492
Nebraska,CURRENT DOLLARS,1985 ,"Standard
error",1991
Nebraska,CURRENT DOLLARS,1987 ,"Median
income",48164
Nebraska,CURRENT DOLLARS,1987 ,"Standard
error",1575
Nebraska,CURRENT DOLLARS,1992 ,"Median
income",51605
Nebraska,CURRENT DOLLARS,1992 ,"Standard
error",1839
Nebraska,CURRENT DOLLARS,1993 ,"Median
income",51944
Nebraska,CURRENT DOLLARS,1993 ,"Standard
error",1395
Nebraska,CURRENT DOLLARS,1994 ,"Median
income",52171
Nebraska,CURRENT DOLLARS,1994 ,"Standard
error",1831
Nebraska,CURRENT DOLLARS,1995 ,"Median
income",52762
Nebraska,CURRENT DOLLARS,1995 ,"Standard
error",1851
Nebraska,CURRENT DOLLARS,1999 ,"Median
income",57007
Nebraska,CURRENT DOLLARS,1999 ,"Standard
error",2016
Nebraska,CURRENT DOLLARS,2000 ,"Median
income",59596
Nebraska,CURRENT DOLLARS,2000 ,"Standard
error",1453
Nebraska,CURRENT DOLLARS,2004,"Median
income",56961
Nebraska,CURRENT DOLLARS,2004,"Standard
error",1733
Nebraska,CURRENT DOLLARS,2009 ,"Median
income",56801
Nebraska,CURRENT DOLLARS,2009 ,"Standard
error",1898
Nebraska,CURRENT DOLLARS,2010 ,"Median
income",59157
Nebraska,CURRENT DOLLARS,2010 ,"Standard
error",1984
Nebraska,CURRENT DOLLARS,2013 ,"Median
income",56679
Nebraska,CURRENT DOLLARS,2013 ,"Standard
error",1913
Nebraska,CURRENT DOLLARS,2013 ,"Median
income",60735
Nebraska,CURRENT DOLLARS,2013 ,"Standard
error",4445
Nevada,CURRENT DOLLARS,1986,"Median
income",56135
Nevada,CURRENT DOLLARS,1986,"Standard
error",1916
Nevada,CURRENT DOLLARS,1988,"Median
income",55904
Nevada,CURRENT DOLLARS,1988,"Standard
error",1910
Nevada,CURRENT DOLLARS,1989,"Median
income",56160
Nevada,CURRENT DOLLARS,1989,"Standard
error",1815
Nevada,CURRENT DOLLARS,1990,"Median
income",58415
Nevada,CURRENT DOLLARS,1990,"Standard
error",2151
Nevada,CURRENT DOLLARS,1991,"Median
income",57973
Nevada,CURRENT DOLLARS,1991,"Standard
error",2753
Nevada,CURRENT DOLLARS,1996,"Median
income",60151
Nevada,CURRENT DOLLARS,1996,"Standard
error",2521
Nevada,CURRENT DOLLARS,1997,"Median
income",59358
Nevada,CURRENT DOLLARS,1997,"Standard
error",2408
Nevada,CURRENT DOLLARS,1998,"Median
income",59924
Nevada,CURRENT DOLLARS,1998,"Standard
error",1846
Nevada,CURRENT DOLLARS,2001,"Median
income",63016
Nevada,CURRENT DOLLARS,2001,"Standard
error",1568
Nevada,CURRENT DOLLARS,2002,"Median
income",61430
Nevada,CURRENT DOLLARS,2002,"Standard
error",1586
Nevada,CURRENT DOLLARS,2003,"Median
income",60368
Nevada,CURRENT DOLLARS,2003,"Standard
error",2076
Nevada,CURRENT DOLLARS,2005,"Median
income",60660
Nevada,CURRENT DOLLARS,2005,"Standard
error",2114
Nevada,CURRENT DOLLARS,2006,"Median
income",63720
Nevada,CURRENT DOLLARS,2006,"Standard
error",1526
Nevada,CURRENT DOLLARS,2007,"Median
income",64067
Nevada,CURRENT DOLLARS,2007,"Standard
error",1534
Nevada,CURRENT DOLLARS,2008,"Median
income",62481
Nevada,CURRENT DOLLARS,2008,"Standard
error",3034
Nevada,CURRENT DOLLARS,2011,"Median
income",51384
Nevada,CURRENT DOLLARS,2011,"Standard
error",2915
Nevada,CURRENT DOLLARS,2012,"Median
income",50629
Nevada,CURRENT DOLLARS,2012,"Standard
error",2709
Nevada,CURRENT DOLLARS,2014,"Median
income",51694
Nevada,CURRENT DOLLARS,2014,"Standard
error",1903
Nevada,CURRENT DOLLARS,2015,"Median
income",53812
Nevada,CURRENT DOLLARS,2015,"Standard
error",2351
Nevada,CURRENT DOLLARS,2016,"Median
income",56623
Nevada,CURRENT DOLLARS,2016,"Standard
error",2183
Nevada,CURRENT DOLLARS,2017,"Median
income",56550
Nevada,CURRENT DOLLARS,2017,"Standard
error",3039
Nevada,CURRENT DOLLARS,1984 ,"Median
income",58084
Nevada,CURRENT DOLLARS,1984 ,"Standard
error",2294
Nevada,CURRENT DOLLARS,1985 ,"Median
income",50706
Nevada,CURRENT DOLLARS,1985 ,"Standard
error",2190
Nevada,CURRENT DOLLARS,1987 ,"Median
income",55636
Nevada,CURRENT DOLLARS,1987 ,"Standard
error",2335
Nevada,CURRENT DOLLARS,1992 ,"Median
income",54799
Nevada,CURRENT DOLLARS,1992 ,"Standard
error",1367
Nevada,CURRENT DOLLARS,1993 ,"Median
income",59995
Nevada,CURRENT DOLLARS,1993 ,"Standard
error",1806
Nevada,CURRENT DOLLARS,1994 ,"Median
income",58861
Nevada,CURRENT DOLLARS,1994 ,"Standard
error",2517
Nevada,CURRENT DOLLARS,1995 ,"Median
income",57818
Nevada,CURRENT DOLLARS,1995 ,"Standard
error",2105
Nevada,CURRENT DOLLARS,1999 ,"Median
income",61191
Nevada,CURRENT DOLLARS,1999 ,"Standard
error",2603
Nevada,CURRENT DOLLARS,2000 ,"Median
income",65317
Nevada,CURRENT DOLLARS,2000 ,"Standard
error",1443
Nevada,CURRENT DOLLARS,2004,"Median
income",61408
Nevada,CURRENT DOLLARS,2004,"Standard
error",1798
Nevada,CURRENT DOLLARS,2009 ,"Median
income",58908
Nevada,CURRENT DOLLARS,2009 ,"Standard
error",1256
Nevada,CURRENT DOLLARS,2010 ,"Median
income",57688
Nevada,CURRENT DOLLARS,2010 ,"Standard
error",2166
Nevada,CURRENT DOLLARS,2013 ,"Median
income",47820
Nevada,CURRENT DOLLARS,2013 ,"Standard
error",2983
Nevada,CURRENT DOLLARS,2013 ,"Median
income",54646
Nevada,CURRENT DOLLARS,2013 ,"Standard
error",3350
New Hampshire,CURRENT DOLLARS,1986,"Median
income",65408
New Hampshire,CURRENT DOLLARS,1986,"Standard
error",1775
New Hampshire,CURRENT DOLLARS,1988,"Median
income",69173
New Hampshire,CURRENT DOLLARS,1988,"Standard
error",2256
New Hampshire,CURRENT DOLLARS,1989,"Median
income",71840
New Hampshire,CURRENT DOLLARS,1989,"Standard
error",2624
New Hampshire,CURRENT DOLLARS,1990,"Median
income",74435
New Hampshire,CURRENT DOLLARS,1990,"Standard
error",2395
New Hampshire,CURRENT DOLLARS,1991,"Median
income",63421
New Hampshire,CURRENT DOLLARS,1991,"Standard
error",2357
New Hampshire,CURRENT DOLLARS,1996,"Median
income",61504
New Hampshire,CURRENT DOLLARS,1996,"Standard
error",2706
New Hampshire,CURRENT DOLLARS,1997,"Median
income",62633
New Hampshire,CURRENT DOLLARS,1997,"Standard
error",2450
New Hampshire,CURRENT DOLLARS,1998,"Median
income",67766
New Hampshire,CURRENT DOLLARS,1998,"Standard
error",2813
New Hampshire,CURRENT DOLLARS,2001,"Median
income",71244
New Hampshire,CURRENT DOLLARS,2001,"Standard
error",998
New Hampshire,CURRENT DOLLARS,2002,"Median
income",75590
New Hampshire,CURRENT DOLLARS,2002,"Standard
error",1761
New Hampshire,CURRENT DOLLARS,2003,"Median
income",74240
New Hampshire,CURRENT DOLLARS,2003,"Standard
error",1742
New Hampshire,CURRENT DOLLARS,2005,"Median
income",71702
New Hampshire,CURRENT DOLLARS,2005,"Standard
error",2549
New Hampshire,CURRENT DOLLARS,2006,"Median
income",75527
New Hampshire,CURRENT DOLLARS,2006,"Standard
error",1803
New Hampshire,CURRENT DOLLARS,2007,"Median
income",80088
New Hampshire,CURRENT DOLLARS,2007,"Standard
error",2188
New Hampshire,CURRENT DOLLARS,2008,"Median
income",75528
New Hampshire,CURRENT DOLLARS,2008,"Standard
error",3657
New Hampshire,CURRENT DOLLARS,2011,"Median
income",71960
New Hampshire,CURRENT DOLLARS,2011,"Standard
error",1804
New Hampshire,CURRENT DOLLARS,2012,"Median
income",72541
New Hampshire,CURRENT DOLLARS,2012,"Standard
error",2379
New Hampshire,CURRENT DOLLARS,2014,"Median
income",76073
New Hampshire,CURRENT DOLLARS,2014,"Standard
error",3372
New Hampshire,CURRENT DOLLARS,2015,"Median
income",78299
New Hampshire,CURRENT DOLLARS,2015,"Standard
error",3641
New Hampshire,CURRENT DOLLARS,2016,"Median
income",77900
New Hampshire,CURRENT DOLLARS,2016,"Standard
error",2976
New Hampshire,CURRENT DOLLARS,2017,"Median
income",74801
New Hampshire,CURRENT DOLLARS,2017,"Standard
error",3041
New Hampshire,CURRENT DOLLARS,1984 ,"Median
income",58395
New Hampshire,CURRENT DOLLARS,1984 ,"Standard
error",1656
New Hampshire,CURRENT DOLLARS,1985 ,"Median
income",57523
New Hampshire,CURRENT DOLLARS,1985 ,"Standard
error",2340
New Hampshire,CURRENT DOLLARS,1987 ,"Median
income",66938
New Hampshire,CURRENT DOLLARS,1987 ,"Standard
error",3001
New Hampshire,CURRENT DOLLARS,1992 ,"Median
income",67728
New Hampshire,CURRENT DOLLARS,1992 ,"Standard
error",3301
New Hampshire,CURRENT DOLLARS,1993 ,"Median
income",63596
New Hampshire,CURRENT DOLLARS,1993 ,"Standard
error",2714
New Hampshire,CURRENT DOLLARS,1994 ,"Median
income",57834
New Hampshire,CURRENT DOLLARS,1994 ,"Standard
error",3014
New Hampshire,CURRENT DOLLARS,1995 ,"Median
income",62764
New Hampshire,CURRENT DOLLARS,1995 ,"Standard
error",2493
New Hampshire,CURRENT DOLLARS,1999 ,"Median
income",67972
New Hampshire,CURRENT DOLLARS,1999 ,"Standard
error",2881
New Hampshire,CURRENT DOLLARS,2000 ,"Median
income",72694
New Hampshire,CURRENT DOLLARS,2000 ,"Standard
error",1774
New Hampshire,CURRENT DOLLARS,2004,"Median
income",73911
New Hampshire,CURRENT DOLLARS,2004,"Standard
error",1722
New Hampshire,CURRENT DOLLARS,2009 ,"Median
income",73450
New Hampshire,CURRENT DOLLARS,2009 ,"Standard
error",2126
New Hampshire,CURRENT DOLLARS,2010 ,"Median
income",75077
New Hampshire,CURRENT DOLLARS,2010 ,"Standard
error",1860
New Hampshire,CURRENT DOLLARS,2013 ,"Median
income",75174
New Hampshire,CURRENT DOLLARS,2013 ,"Standard
error",3437
New Hampshire,CURRENT DOLLARS,2013 ,"Median
income",72831
New Hampshire,CURRENT DOLLARS,2013 ,"Standard
error",4181
New Jersey,CURRENT DOLLARS,1986,"Median
income",67907
New Jersey,CURRENT DOLLARS,1986,"Standard
error",1803
New Jersey,CURRENT DOLLARS,1988,"Median
income",72494
New Jersey,CURRENT DOLLARS,1988,"Standard
error",1315
New Jersey,CURRENT DOLLARS,1989,"Median
income",74880
New Jersey,CURRENT DOLLARS,1989,"Standard
error",1815
New Jersey,CURRENT DOLLARS,1990,"Median
income",70657
New Jersey,CURRENT DOLLARS,1990,"Standard
error",1576
New Jersey,CURRENT DOLLARS,1991,"Median
income",70491
New Jersey,CURRENT DOLLARS,1991,"Standard
error",1818
New Jersey,CURRENT DOLLARS,1996,"Median
income",74085
New Jersey,CURRENT DOLLARS,1996,"Standard
error",1899
New Jersey,CURRENT DOLLARS,1997,"Median
income",73363
New Jersey,CURRENT DOLLARS,1997,"Standard
error",2175
New Jersey,CURRENT DOLLARS,1998,"Median
income",75103
New Jersey,CURRENT DOLLARS,1998,"Standard
error",2164
New Jersey,CURRENT DOLLARS,2001,"Median
income",71854
New Jersey,CURRENT DOLLARS,2001,"Standard
error",1295
New Jersey,CURRENT DOLLARS,2002,"Median
income",74561
New Jersey,CURRENT DOLLARS,2002,"Standard
error",2193
New Jersey,CURRENT DOLLARS,2003,"Median
income",74879
New Jersey,CURRENT DOLLARS,2003,"Standard
error",1367
New Jersey,CURRENT DOLLARS,2005,"Median
income",79735
New Jersey,CURRENT DOLLARS,2005,"Standard
error",2840
New Jersey,CURRENT DOLLARS,2006,"Median
income",82948
New Jersey,CURRENT DOLLARS,2006,"Standard
error",2412
New Jersey,CURRENT DOLLARS,2007,"Median
income",71712
New Jersey,CURRENT DOLLARS,2007,"Standard
error",1728
New Jersey,CURRENT DOLLARS,2008,"Median
income",74535
New Jersey,CURRENT DOLLARS,2008,"Standard
error",2622
New Jersey,CURRENT DOLLARS,2011,"Median
income",68091
New Jersey,CURRENT DOLLARS,2011,"Standard
error",3307
New Jersey,CURRENT DOLLARS,2012,"Median
income",71336
New Jersey,CURRENT DOLLARS,2012,"Standard
error",2096
New Jersey,CURRENT DOLLARS,2014,"Median
income",67622
New Jersey,CURRENT DOLLARS,2014,"Standard
error",2791
New Jersey,CURRENT DOLLARS,2015,"Median
income",70728
New Jersey,CURRENT DOLLARS,2015,"Standard
error",3241
New Jersey,CURRENT DOLLARS,2016,"Median
income",69940
New Jersey,CURRENT DOLLARS,2016,"Standard
error",2929
New Jersey,CURRENT DOLLARS,2017,"Median
income",72997
New Jersey,CURRENT DOLLARS,2017,"Standard
error",2999
New Jersey,CURRENT DOLLARS,1984 ,"Median
income",62591
New Jersey,CURRENT DOLLARS,1984 ,"Standard
error",1803
New Jersey,CURRENT DOLLARS,1985 ,"Median
income",67494
New Jersey,CURRENT DOLLARS,1985 ,"Standard
error",1401
New Jersey,CURRENT DOLLARS,1987 ,"Median
income",70877
New Jersey,CURRENT DOLLARS,1987 ,"Standard
error",1644
New Jersey,CURRENT DOLLARS,1992 ,"Median
income",66979
New Jersey,CURRENT DOLLARS,1992 ,"Standard
error",1444
New Jersey,CURRENT DOLLARS,1993 ,"Median
income",67845
New Jersey,CURRENT DOLLARS,1993 ,"Standard
error",1652
New Jersey,CURRENT DOLLARS,1994 ,"Median
income",69378
New Jersey,CURRENT DOLLARS,1994 ,"Standard
error",1746
New Jersey,CURRENT DOLLARS,1995 ,"Median
income",70380
New Jersey,CURRENT DOLLARS,1995 ,"Standard
error",2243
New Jersey,CURRENT DOLLARS,1999 ,"Median
income",73401
New Jersey,CURRENT DOLLARS,1999 ,"Standard
error",2074
New Jersey,CURRENT DOLLARS,2000 ,"Median
income",71950
New Jersey,CURRENT DOLLARS,2000 ,"Standard
error",1415
New Jersey,CURRENT DOLLARS,2004,"Median
income",71907
New Jersey,CURRENT DOLLARS,2004,"Standard
error",1669
New Jersey,CURRENT DOLLARS,2009 ,"Median
income",74189
New Jersey,CURRENT DOLLARS,2009 ,"Standard
error",2198
New Jersey,CURRENT DOLLARS,2010 ,"Median
income",70947
New Jersey,CURRENT DOLLARS,2010 ,"Standard
error",2753
New Jersey,CURRENT DOLLARS,2013 ,"Median
income",65119
New Jersey,CURRENT DOLLARS,2013 ,"Standard
error",3223
New Jersey,CURRENT DOLLARS,2013 ,"Median
income",67198
New Jersey,CURRENT DOLLARS,2013 ,"Standard
error",4705
New Mexico,CURRENT DOLLARS,1986,"Median
income",42491
New Mexico,CURRENT DOLLARS,1986,"Standard
error",1484
New Mexico,CURRENT DOLLARS,1988,"Median
income",38549
New Mexico,CURRENT DOLLARS,1988,"Standard
error",1664
New Mexico,CURRENT DOLLARS,1989,"Median
income",43263
New Mexico,CURRENT DOLLARS,1989,"Standard
error",1970
New Mexico,CURRENT DOLLARS,1990,"Median
income",45675
New Mexico,CURRENT DOLLARS,1990,"Standard
error",1912
New Mexico,CURRENT DOLLARS,1991,"Median
income",46714
New Mexico,CURRENT DOLLARS,1991,"Standard
error",2103
New Mexico,CURRENT DOLLARS,1996,"Median
income",39153
New Mexico,CURRENT DOLLARS,1996,"Standard
error",1703
New Mexico,CURRENT DOLLARS,1997,"Median
income",45963
New Mexico,CURRENT DOLLARS,1997,"Standard
error",1768
New Mexico,CURRENT DOLLARS,1998,"Median
income",47545
New Mexico,CURRENT DOLLARS,1998,"Standard
error",2107
New Mexico,CURRENT DOLLARS,2001,"Median
income",45974
New Mexico,CURRENT DOLLARS,2001,"Standard
error",1718
New Mexico,CURRENT DOLLARS,2002,"Median
income",48448
New Mexico,CURRENT DOLLARS,2002,"Standard
error",1450
New Mexico,CURRENT DOLLARS,2003,"Median
income",46902
New Mexico,CURRENT DOLLARS,2003,"Standard
error",1526
New Mexico,CURRENT DOLLARS,2005,"Median
income",49006
New Mexico,CURRENT DOLLARS,2005,"Standard
error",2139
New Mexico,CURRENT DOLLARS,2006,"Median
income",48785
New Mexico,CURRENT DOLLARS,2006,"Standard
error",1532
New Mexico,CURRENT DOLLARS,2007,"Median
income",52569
New Mexico,CURRENT DOLLARS,2007,"Standard
error",1747
New Mexico,CURRENT DOLLARS,2008,"Median
income",48052
New Mexico,CURRENT DOLLARS,2008,"Standard
error",1576
New Mexico,CURRENT DOLLARS,2011,"Median
income",45856
New Mexico,CURRENT DOLLARS,2011,"Standard
error",2353
New Mexico,CURRENT DOLLARS,2012,"Median
income",46448
New Mexico,CURRENT DOLLARS,2012,"Standard
error",2425
New Mexico,CURRENT DOLLARS,2014,"Median
income",48388
New Mexico,CURRENT DOLLARS,2014,"Standard
error",3433
New Mexico,CURRENT DOLLARS,2015,"Median
income",46684
New Mexico,CURRENT DOLLARS,2015,"Standard
error",2985
New Mexico,CURRENT DOLLARS,2016,"Median
income",49493
New Mexico,CURRENT DOLLARS,2016,"Standard
error",3025
New Mexico,CURRENT DOLLARS,2017,"Median
income",47855
New Mexico,CURRENT DOLLARS,2017,"Standard
error",1969
New Mexico,CURRENT DOLLARS,1984 ,"Median
income",46488
New Mexico,CURRENT DOLLARS,1984 ,"Standard
error",2319
New Mexico,CURRENT DOLLARS,1985 ,"Median
income",44494
New Mexico,CURRENT DOLLARS,1985 ,"Standard
error",2233
New Mexico,CURRENT DOLLARS,1987 ,"Median
income",42968
New Mexico,CURRENT DOLLARS,1987 ,"Standard
error",1285
New Mexico,CURRENT DOLLARS,1992 ,"Median
income",44412
New Mexico,CURRENT DOLLARS,1992 ,"Standard
error",2313
New Mexico,CURRENT DOLLARS,1993 ,"Median
income",44824
New Mexico,CURRENT DOLLARS,1993 ,"Standard
error",1429
New Mexico,CURRENT DOLLARS,1994 ,"Median
income",44149
New Mexico,CURRENT DOLLARS,1994 ,"Standard
error",2268
New Mexico,CURRENT DOLLARS,1995 ,"Median
income",41646
New Mexico,CURRENT DOLLARS,1995 ,"Standard
error",1763
New Mexico,CURRENT DOLLARS,1999 ,"Median
income",48075
New Mexico,CURRENT DOLLARS,1999 ,"Standard
error",2577
New Mexico,CURRENT DOLLARS,2000 ,"Median
income",50093
New Mexico,CURRENT DOLLARS,2000 ,"Standard
error",1781
New Mexico,CURRENT DOLLARS,2004,"Median
income",51466
New Mexico,CURRENT DOLLARS,2004,"Standard
error",2061
New Mexico,CURRENT DOLLARS,2009 ,"Median
income",49869
New Mexico,CURRENT DOLLARS,2009 ,"Standard
error",1711
New Mexico,CURRENT DOLLARS,2010 ,"Median
income",50853
New Mexico,CURRENT DOLLARS,2010 ,"Standard
error",3398
New Mexico,CURRENT DOLLARS,2013 ,"Median
income",44402
New Mexico,CURRENT DOLLARS,2013 ,"Standard
error",2814
New Mexico,CURRENT DOLLARS,2013 ,"Median
income",42336
New Mexico,CURRENT DOLLARS,2013 ,"Standard
error",4646
New York,CURRENT DOLLARS,1986,"Median
income",53583
New York,CURRENT DOLLARS,1986,"Standard
error",1015
New York,CURRENT DOLLARS,1988,"Median
income",57766
New York,CURRENT DOLLARS,1988,"Standard
error",1335
New York,CURRENT DOLLARS,1989,"Median
income",60287
New York,CURRENT DOLLARS,1989,"Standard
error",867
New York,CURRENT DOLLARS,1990,"Median
income",57627
New York,CURRENT DOLLARS,1990,"Standard
error",932
New York,CURRENT DOLLARS,1991,"Median
income",55961
New York,CURRENT DOLLARS,1991,"Standard
error",947
New York,CURRENT DOLLARS,1996,"Median
income",55266
New York,CURRENT DOLLARS,1996,"Standard
error",1164
New York,CURRENT DOLLARS,1997,"Median
income",54689
New York,CURRENT DOLLARS,1997,"Standard
error",969
New York,CURRENT DOLLARS,1998,"Median
income",56364
New York,CURRENT DOLLARS,1998,"Standard
error",1171
New York,CURRENT DOLLARS,2001,"Median
income",58451
New York,CURRENT DOLLARS,2001,"Standard
error",833
New York,CURRENT DOLLARS,2002,"Median
income",57342
New York,CURRENT DOLLARS,2002,"Standard
error",793
New York,CURRENT DOLLARS,2003,"Median
income",57167
New York,CURRENT DOLLARS,2003,"Standard
error",1165
New York,CURRENT DOLLARS,2005,"Median
income",59361
New York,CURRENT DOLLARS,2005,"Standard
error",1041
New York,CURRENT DOLLARS,2006,"Median
income",58772
New York,CURRENT DOLLARS,2006,"Standard
error",1205
New York,CURRENT DOLLARS,2007,"Median
income",58007
New York,CURRENT DOLLARS,2007,"Standard
error",1088
New York,CURRENT DOLLARS,2008,"Median
income",57592
New York,CURRENT DOLLARS,2008,"Standard
error",778
New York,CURRENT DOLLARS,2011,"Median
income",55309
New York,CURRENT DOLLARS,2011,"Standard
error",1099
New York,CURRENT DOLLARS,2012,"Median
income",51000
New York,CURRENT DOLLARS,2012,"Standard
error",1695
New York,CURRENT DOLLARS,2014,"Median
income",56290
New York,CURRENT DOLLARS,2014,"Standard
error",1846
New York,CURRENT DOLLARS,2015,"Median
income",60017
New York,CURRENT DOLLARS,2015,"Standard
error",2281
New York,CURRENT DOLLARS,2016,"Median
income",62758
New York,CURRENT DOLLARS,2016,"Standard
error",1435
New York,CURRENT DOLLARS,2017,"Median
income",62447
New York,CURRENT DOLLARS,2017,"Standard
error",2093
New York,CURRENT DOLLARS,1984 ,"Median
income",49636
New York,CURRENT DOLLARS,1984 ,"Standard
error",940
New York,CURRENT DOLLARS,1985 ,"Median
income",51501
New York,CURRENT DOLLARS,1985 ,"Standard
error",1139
New York,CURRENT DOLLARS,1987 ,"Median
income",54614
New York,CURRENT DOLLARS,1987 ,"Standard
error",944
New York,CURRENT DOLLARS,1992 ,"Median
income",53327
New York,CURRENT DOLLARS,1992 ,"Standard
error",909
New York,CURRENT DOLLARS,1993 ,"Median
income",53098
New York,CURRENT DOLLARS,1993 ,"Standard
error",931
New York,CURRENT DOLLARS,1994 ,"Median
income",52343
New York,CURRENT DOLLARS,1994 ,"Standard
error",783
New York,CURRENT DOLLARS,1995 ,"Median
income",52921
New York,CURRENT DOLLARS,1995 ,"Standard
error",1147
New York,CURRENT DOLLARS,1999 ,"Median
income",59019
New York,CURRENT DOLLARS,1999 ,"Standard
error",1297
New York,CURRENT DOLLARS,2000 ,"Median
income",58160
New York,CURRENT DOLLARS,2000 ,"Standard
error",829
New York,CURRENT DOLLARS,2004,"Median
income",58084
New York,CURRENT DOLLARS,2004,"Standard
error",1030
New York,CURRENT DOLLARS,2009 ,"Median
income",57513
New York,CURRENT DOLLARS,2009 ,"Standard
error",686
New York,CURRENT DOLLARS,2010 ,"Median
income",56089
New York,CURRENT DOLLARS,2010 ,"Standard
error",1487
New York,CURRENT DOLLARS,2013 ,"Median
income",56751
New York,CURRENT DOLLARS,2013 ,"Standard
error",1731
New York,CURRENT DOLLARS,2013 ,"Median
income",52665
New York,CURRENT DOLLARS,2013 ,"Standard
error",2389
North Carolina,CURRENT DOLLARS,1986,"Median
income",46808
North Carolina,CURRENT DOLLARS,1986,"Standard
error",1495
North Carolina,CURRENT DOLLARS,1988,"Median
income",48776
North Carolina,CURRENT DOLLARS,1988,"Standard
error",1071
North Carolina,CURRENT DOLLARS,1989,"Median
income",50544
North Carolina,CURRENT DOLLARS,1989,"Standard
error",990
North Carolina,CURRENT DOLLARS,1990,"Median
income",48028
North Carolina,CURRENT DOLLARS,1990,"Standard
error",1014
North Carolina,CURRENT DOLLARS,1991,"Median
income",47264
North Carolina,CURRENT DOLLARS,1991,"Standard
error",898
North Carolina,CURRENT DOLLARS,1996,"Median
income",55564
North Carolina,CURRENT DOLLARS,1996,"Standard
error",1573
North Carolina,CURRENT DOLLARS,1997,"Median
income",54753
North Carolina,CURRENT DOLLARS,1997,"Standard
error",1401
North Carolina,CURRENT DOLLARS,1998,"Median
income",54019
North Carolina,CURRENT DOLLARS,1998,"Standard
error",1540
North Carolina,CURRENT DOLLARS,2001,"Median
income",52966
North Carolina,CURRENT DOLLARS,2001,"Standard
error",1320
North Carolina,CURRENT DOLLARS,2002,"Median
income",49894
North Carolina,CURRENT DOLLARS,2002,"Standard
error",978
North Carolina,CURRENT DOLLARS,2003,"Median
income",49807
North Carolina,CURRENT DOLLARS,2003,"Standard
error",1257
North Carolina,CURRENT DOLLARS,2005,"Median
income",52918
North Carolina,CURRENT DOLLARS,2005,"Standard
error",1213
North Carolina,CURRENT DOLLARS,2006,"Median
income",48503
North Carolina,CURRENT DOLLARS,2006,"Standard
error",993
North Carolina,CURRENT DOLLARS,2007,"Median
income",51570
North Carolina,CURRENT DOLLARS,2007,"Standard
error",1270
North Carolina,CURRENT DOLLARS,2008,"Median
income",48997
North Carolina,CURRENT DOLLARS,2008,"Standard
error",966
North Carolina,CURRENT DOLLARS,2011,"Median
income",49378
North Carolina,CURRENT DOLLARS,2011,"Standard
error",1704
North Carolina,CURRENT DOLLARS,2012,"Median
income",44446
North Carolina,CURRENT DOLLARS,2012,"Standard
error",1384
North Carolina,CURRENT DOLLARS,2014,"Median
income",48490
North Carolina,CURRENT DOLLARS,2014,"Standard
error",1772
